ID,Tweet,Author,Class,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,PropositionsLength,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease formula,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
131273125,Two good at-bats for NM leadoff hitter Luis Gonzalez so far. Worked a nine-pitch walk in the first and just hit a solo homer in the third.,Human,0,138,6,102,4,0,26,27,5.5,2,13.5,4,22,1,1,3.8,91.61,9.57,4.9,5.33,6.88,0,6.25
131756896,"@acap35 What if I didn't mind those? They had a little bit of a Negro Leagues feel to them. Kind of a throwback. It was a risk, for sure.",Human,0,137,7,93,7,2,28,29,4.9,4,7.25,6,23,1,1,0.2,106.37,6.18,-0.2,0.47,2.92,3.1,2.62
138492664,RT @IMSameerShekhar: An Exceptional bold s Gritty 'Gabbar is back' is a film which is impossible to be missed. @akshaykumar is at his Best.,Human,0,139,11,98,7,0,23,24,7.3,2,12,5,17,1,1,6.8,67.76,10.15,7.3,8.16,9.8,0,7
131,You can tell Brandon Rush on that fuck it I don't even get no burn diet.,Human,0,72,4,51,2,0,15,16,4.33,1,16,2,13,1,1,3.6,97.54,7.39,3.3,2.38,6.4,0,7
141883652,i just don't believe david cameron when he says things ???,Human,0,58,0,44,4,0,10,11,5.6,3,4.33,4,11,0,1,1.3,103.63,10.45,6.2,6.76,4,0,4.5
206570295,@jrisgr88 @WojYahooNBA Don't forget location though.,Human,0,52,6,35,4,2,5,6,7.2,1,6,2,5,0,1,12.7,14.63,11.83,18.4,20.75,15.73,0,4
209459007,"I feel tired, weak, exhausted, depressed and idk what more.",Human,0,59,1,45,4,0,9,10,6.2,1,10,4,9,1,1,3.7,86.71,8.87,7.1,7.92,8,0,5
214172784,@holyhenderson I wonder if what you have is a heart or a stone bc it's okay if you don't like her but this has crossed the line.,Human,0,128,1,97,4,0,26,27,6.14,1,27,3,28,1,1,7.9,86.37,7.31,9.9,4.07,12.28,0,14.5
219379279,@cnrsocial12 tell me how you know this.,Human,0,39,0,29,2,2,6,7,11,1,7,1,7,0,1,2.5,89.75,6.24,4.3,5.75,8.51,0,3.5
231257304,@luckymanzano Happy Birthday po Wishing you a Goodhealth Happy life with your soon to be wife.May God shower you more blessings.#ItsLuckyDay,Human,0,140,10,106,4,0,20,21,7.42,1,21,2,14,0,0.92,8.6,52.36,8.67,10.7,13.26,8.01,0,5.25
243819894,"I'm convinced, I'm the only one left, who's still doing ths shit.",Human,0,65,2,46,6,0,11,12,5,1,12,6,13,2,1,4.4,84.68,9.5,5.8,5.03,4.8,0,5
243850570,"This nigga wants to die, obviously.",Human,0,35,1,27,2,0,5,6,5,1,6,2,5,0,1,6.8,56.93,11.83,5.1,6.25,9.07,0,3
243926487,I'm no poet. My goal in this life is to evoke feeling in people and change in the world.,Human,0,88,2,65,3,0,18,19,5,2,9.5,3,18,1,1,2.3,95.67,6.6,0.7,1.42,3.8,0,3.75
246418381,"That roach is legit the devil, all the windows in my house closed. Where it come from? Hmmm???",Human,0,94,3,68,6,0,17,18,5.29,4,4.75,6,15,0,1,2.1,96.18,8.47,3.2,3.8,3.6,0,3.5
256741082,RT @NishwaQureshi: Too lazy to shine today!,Human,0,43,5,29,3,0,6,7,5.8,1,7,2,4,1,1,2.5,89.75,8.5,7,8.24,2.8,0,2.5
260192279,My dog has been barking non stop for like 30 mins. ,Human,0,51,1,36,2,1,11,11,4.25,1,11,1,9,0,1,1.7,102.61,9.92,1.2,2.13,4.4,0,4.5
269137682,Come see me at Kicker headquarters to hear the wall of boom. It's a great day for #bass,Human,0,87,3,64,3,0,17,18,5.25,2,9,2,16,0,1,2.1,96.18,6.71,1.4,2.52,5.82,0,4
270752804,@khaliqkalas May be !! I differ in the thought as I believe #A Muslim cannot be a true believer unless he #loves his other #Muslim brothers.,Human,0,140,6,102,7,0,25,26,7.12,3,9,3,20,3,0.88,5.8,75.71,8.05,6.5,6.89,6.6,0,6
271277112,I wish I could re-live some nights.,Human,0,35,2,25,2,0,6,7,5.67,1,7,2,5,2,1,0.1,106.67,8.5,1.6,2.44,2.8,0,2.5
274285556,@Drsheikhamina You are right . This move just an eyesore only to keep their families in hot weather.,Human,0,100,3,77,3,0,17,18,7,2,9,2,14,0,1,5.4,71.31,6.84,5.8,7.97,8.11,0,4.5
277363046,"Look at how big Bailey and Zolla are now and Derek isn't there, neither are the rest of their family #GreysAnatomy",Human,0,114,6,85,3,0,20,21,5.5,1,21,2,17,0,1,7.9,75.54,7.69,10.2,7.83,8.4,0,11.5
307161588,"@DavisHsuSeattle aside from the personality/scheme fit would Hawks even have ability to sign Suh after RW, Wagz, etc get paid?",Human,0,126,8,94,5,0,19,20,6.5,1,20,3,15,1,1,9.9,59.64,11.73,13.8,12.3,14,0,13
309461019,@gmanews @FreddieRoach well said.,Human,0,33,2,25,3,0,3,4,9.5,1,4,1,3,0,1,1.3,92.8,11.73,15.9,15.95,1.6,0,1
312299420,"@YouScoop @COMELEC @govph  i opted not to vote. change the system first. allow only two terms, no reelection, no family members.",Human,0,128,9,90,8,0,21,21,6.27,3,7,5,19,1,1,4.8,72.83,10,6.1,7.37,4.7,7.8,3.17
318703449,"@gmanews @dzbbsamnielsen wtf! they have foods, drinks, tents, chairs &amp; other perks! who paid for it? d taxpayers! wake up people!",Human,0,133,0,101,12,0,20,21,5.54,5,4.2,9,21,0,1,1.8,91.48,12.17,6.5,6.47,5.93,7.2,2.12
330169460,If 30% of a class got over 50% in an exam does it mean the class is underperforming or the teacher needs to teach a little better?,Human,0,130,1,96,5,2,26,27,5.62,1,27,1,24,0,0.88,10.3,69.45,7.9,10.2,4.71,12.28,0,14.5
331418316,If you were truly fed up of the cycle you would find a new one. Stop lying to yourself.,Human,0,87,2,65,2,0,18,19,4.2,2,9.5,2,17,0,1,2.3,95.67,4.94,0.4,1.42,3.8,0,3.75
360135769,"@SeaWorld the fact is, That statement itself assumes the power to deny food to whales. Whales in the wild aren't worried about your denials.",Human,0,140,4,108,5,0,23,24,5.69,2,12,4,22,0,1,5.6,76.22,8.84,7.6,8.92,4.8,0,5
360270369,@wfereti aww all the best Sonia!,Human,0,32,1,24,2,0,5,6,5,1,6,1,5,0,1,2.1,90.77,11.83,2.8,3.35,2.4,0,2
367670418,RT @flashymikeross: bap ass friends an family.,Human,0,46,2,35,3,0,6,7,5.83,1,7,2,6,1,1,2.5,89.75,15.26,9,10.74,2.8,0,3.5
368766578,Its either @Codi_Drake or an old woman.,Human,0,39,3,27,3,0,6,7,7.5,1,7,1,5,0,1,3.7,81.29,6.24,4.3,5.75,2.8,0,2.5
376585827,"There were a few times I shouldn't have stood up, but I did it anyway so I could play the arcade games too. It hurt but was worth it.",Human,0,133,5,96,4,0,28,29,4.62,2,14.5,4,25,3,1,3,99.06,5.99,2.9,2.31,5.8,0,6.25
378376315,@dngakuru  Yes they are saying Fracking but seriously ???!!! I don't believe so I may be wrong!!,Human,0,96,4,65,10,0,17,17,6.2,4,4.75,9,13,2,1,4.1,80.28,7.98,5.8,5.35,5.7,0,3.75
380322177,@KRiZZiOh That's a true #entrepreneur right there.,Human,0,50,6,34,4,0,6,7,10,1,7,2,6,0,1,3.7,81.29,8.5,11.7,13.17,8.51,0,3.5
383684750,RT @nunbeta: Damn that Colts offense is gonna be crazy!!,Human,0,56,4,39,4,0,9,10,4.71,2,5.5,3,8,1,1,3.7,86.71,13.61,5.7,6.18,8,0,5
398070178,@TiffanySundby guessing you deleted fuck loads of tweets?,Human,0,57,2,46,2,0,7,8,7.17,1,8,1,7,0,1,5.2,71.82,15.88,12,15.15,8.2,0,4
398789568,I'm going to fail all of my subjects.,Human,0,37,1,27,2,0,7,8,6,1,8,2,8,1,1,2.9,88.74,6.01,0.2,0.65,3.2,0,3
399489631,@piercewalters38 I have no idea at all,Human,0,38,1,28,1,2,6,7,9.5,1,7,0,6,1,1,3.7,81.29,6.24,3.6,5.75,8.51,0,3.5
408707585,"Sometimes, a grilled flour tortilla with butter just hits the spot. #yum #carbs #LateNightSnack",Human,0,95,4,73,5,0,13,14,6.22,2,7,2,12,0,1,2.5,89.75,10.75,9.7,11.96,2.8,0,2.5
409477898,Someone just told me that my hair looks like Medusa's snakes. I'm taking that as a really rad compliment. #bighairdontcare,Human,0,122,3,95,5,0,19,20,7.29,3,6.67,4,19,1,1,4.8,78.25,8.87,7.8,9.66,8,0,5.5
413568215,How this game moving like is highlights so?,Human,0,43,1,34,1,0,7,8,6.67,1,8,1,7,0,1,2.9,88.74,6.01,3.8,5.76,3.2,0,3
422839809,@lordcappio only you would hold plugs around a sink.,Human,0,52,0,42,2,0,8,9,5.75,1,9,1,9,0,1,3.3,87.72,7.59,6.1,8.03,8.04,0,4.5
428278225,Yo I hate when I have agreements with people and they never uphold their part. ,Human,0,79,3,60,1,0,15,15,6,1,15,1,12,2,1,5.6,81.63,7.54,6.2,6.49,6,0,6.5
446905532,I will help with whatever you want if you give LIKE to this please! ,Human,0,68,5,48,1,0,14,14,4,1,14,1,12,2,1,2.9,99.57,5.46,3.8,4.11,8.46,0,7
450860458,I miss tailgating before a Rangers game??,Human,0,41,2,31,2,0,6,7,6.25,2,4,2,5,1,1,3.7,81.29,8.5,5.6,7.37,8.51,0,3.5
463045937,@astonoha Rule 1 of the UCB handbook: only scenes in the contemporary US.,Human,0,73,6,51,3,1,12,13,6,1,13,2,9,2,1,7.2,66.74,11.57,7.2,7.7,8.28,0,6.5
576967621,@chIoestyles i am screaming.,Human,0,28,1,22,2,0,3,4,10,1,4,1,3,0,1,1.3,92.8,11.73,10,10.15,1.6,0,1
592043234,"So far, there is more seismic activity revving up here in Southern California.",Human,0,78,3,61,2,0,12,13,8,1,13,2,10,0,1,8.4,58.28,9.14,9,10.37,11.35,0,7.5
593100391,There could even be another noticeable earthquake somewhere here in Southern California at any moment.,Human,0,102,3,84,1,0,14,15,8.8,1,15,1,12,0,1,10.3,47.79,7.54,13.7,15.77,11.33,0,10.5
595387862,There continues to be a high potential for more dangerous earthquake activity in parts of the world.,Human,0,100,1,82,1,0,16,17,7.38,1,17,1,16,0,1,9.9,54.22,9.12,10.3,10.73,13.86,0,12.5
595827319,There is still a higher potential for more significant earthquake and/or volcanic activity in parts of the world so far.,Human,0,120,1,98,2,0,19,20,7.56,1,20,1,19,0,1,11.1,51.18,10.16,12.4,11.43,14,0,13
599745022,There is also a higher potential for more going on in other parts of California.,Human,0,80,2,63,1,0,14,15,7.5,1,15,1,13,0,1,9.1,56.25,8.59,6.8,7.24,11.33,0,8.5
601689477,The potential for more seismic activity is just now increasing some more again.,Human,0,79,1,65,1,0,12,13,8.5,1,13,1,12,0,1,8.4,58.28,9.14,9.3,11.3,14.43,0,8.5
602691923,There is a very high threat for more dangerous earthquake and volcanic activity in parts of the world again so far.,Human,0,115,1,93,1,0,20,21,6.88,1,21,1,20,0,1,7.9,75.54,8.44,10.4,8.7,10.3,0,12.5
609710517,Other areas in the world might be under the gun right now and this may include more potentially dangerous aftershocks in Nepal.,Human,0,127,2,103,1,0,21,22,7,1,22,1,20,0,1,10.7,57.61,8.32,12.3,10.39,12.44,0,14
612711615,There is now a higher threat for more major earthquake activity somewhere in the world anytime or anyday now so far!,Human,0,116,1,94,1,0,20,21,6.62,1,21,1,20,0,1,9.1,67.08,9.19,10.6,8.94,10.3,0,11.5
614447598,I'd also still be watching the world right now in terms of more significant earthquake activity again so far.,Human,0,109,1,88,2,0,18,19,7.83,1,19,2,19,1,1,9.5,60.65,8.73,10.6,9.86,11.81,0,11.5
615237160,"But at the same time, there might not be anything for now.",Human,0,58,1,44,2,0,11,12,4,1,12,2,11,0,1,2.1,101.6,0.6,3,3.58,4.8,0,5
631551777,.@cnrsocial2 @socialsensing in Northern California. Just had a little shake!,Human,0,76,3,58,5,1,9,10,9.2,3,3.67,3,7,0,1,8.8,41.02,8.62,12.6,14.24,14,0,3
631835073,"RT @Lucky_Sandhu: Big #earthquake just rattled #SanRamon, California!! Hope everyone is okay!!",Human,0,94,9,64,10,0,11,12,7,3,4.33,6,6,1,1,9.2,40.01,13.14,14.2,14.95,12.4,0,4
636709756,The very least they could do is HELP me bring it up when I get back. Especially my Dad. Does he? Nope. Why? He's a lazy drunk.,Human,0,126,12,81,7,0,26,27,5.17,6,4.5,7,19,2,1,0.9,104.64,5.25,0.5,0.9,5.08,6.4,3.83
767012412,RT @pompeoing: I love how Meredith hostile uterus miraculously became the frikkin' Plaza Hotel the older she got. Yes; that's how it works.,Human,0,139,7,103,7,0,22,23,5.92,2,11.5,6,18,2,1,5.4,76.72,11.07,8.3,9.26,8.08,0,5.75
832148293,"Great season @DetroitRedWings , we will make it 25 years next season and give it another run. #DetroitStrong",Human,0,108,6,79,5,1,17,18,6.3,2,9,2,13,0,0.9,8.7,62.68,8.19,12.3,12.12,11.51,0,12
933709428,It's getting a little cooler in the mornings.  But I'm certain it will be a warm day. #Wellington I think you're swell.,Human,0,119,5,85,7,0,22,22,6,3,7.33,6,20,2,1,2.6,89.45,5.43,3,3.78,2.92,3.1,2.67
935670277,@DanNerdCubed what? Thursday?  I couldn't get the handle of Thursday's either.,Human,0,78,6,55,6,0,11,11,7.4,3,3.67,5,9,1,0.8,7.6,60.31,7.05,12.8,13.73,8.04,0,5.5
985355946,The Theory of Everything is a simply stunning film.,Human,0,51,3,39,1,0,8,9,6,1,9,1,6,0,1,8,53.88,9.35,5.6,8.03,8.04,0,5.5
1124364168,Rahul Gandhi wrotes a condolence message at Nepal Embessy by copying it from his mobile. And they said he had grown up!!!,Human,0,121,5,91,4,0,21,22,6.4,3,7.67,4,17,0,1,4,85.69,10.64,5.5,6.82,6.22,0,5
1331004654,Easy for you to say. I don't see three babies coming out of your vagina.,Human,0,72,2,53,3,0,14,15,5,2,7.5,3,14,1,1,1.5,97.7,5.06,0.5,1.64,3,0,2.75
1343441293,@roohanie Great work. Why is this not yet verified?,Human,0,51,2,38,3,0,8,9,6.25,2,4.5,2,7,0,1,0.3,100.75,7.37,3.3,3.44,6.24,0,1.75
1352809994,Everyone on the bus starting singing one direction I'm so proud,Human,0,63,2,50,1,0,10,11,6.4,1,11,1,10,1,1,6.4,68.77,7.05,6.8,8.97,4.4,0,6.5
27762544,"Advances in AI are reshaping industries worldwide. From healthcare to finance, the impact is profound and accelerating.",GPT-3.5,1,119,4,96,3,0,16,17,8.78,2,8.5,3,14,1,1,9,45.93,13.35,11.4,14.75,10.46,0,4.75
27762544,Can AI truly understand human emotions? Researchers are pushing boundaries to make machines more empathetic.,GPT-3.5,1,108,4,88,2,0,14,15,8.11,2,7.5,2,12,1,1,8.6,46.94,12.43,11.9,15.91,5.67,0,3.75
27762544,Ethical considerations in AI development are critical. Balancing innovation with responsibility is key to its future.,GPT-3.5,1,117,4,96,2,0,15,16,9.11,2,8,2,13,1,1,15.9,-4.33,12.92,12.6,16.6,20.7,0,6.5
27762544,AI-driven personalization is revolutionizing customer experiences. Every interaction counts in this hyperconnected world.,GPT-3.5,1,121,3,103,3,0,12,13,10.44,2,6.5,3,11,0,1,18.8,-28.19,12.46,21.3,27.03,17.98,0,4.75
27762544,How will AI influence jobs in the next decade? Upskilling and adaptation are crucial for navigating the evolving workforce.,GPT-3.5,1,123,4,99,2,0,18,19,8.11,2,9.5,2,16,1,1,7,61.83,12.42,9.4,12.38,10.12,0,5.25
27762544,The intersection of AI and cybersecurity demands vigilant innovation. Protecting data integrity is non-negotiable.,GPT-3.5,1,114,4,94,3,0,13,14,9.67,2,7,3,11,1,1,16.6,-11.78,16.39,16,20.66,22.8,0,6
27762544,"AI's potential in climate change mitigation is vast. From predicting weather patterns to optimizing energy usage, it's a game-changer.",GPT-3.5,1,134,3,107,6,0,18,19,7.83,2,9.5,6,19,1,1,10.5,36.45,13.25,12.1,14.53,14.33,0,6.25
27762544,Exploring AI in education: personalized learning and adaptive assessments are paving the way for a tailored student experience.,GPT-3.5,1,127,3,105,2,0,17,18,8.8,1,18,2,16,1,1,13.9,27.83,14.18,16.3,17.22,18.31,0,14
27762544,"As AI becomes more autonomous, ensuring transparency and accountability remains a challenge.",GPT-3.5,1,92,3,76,2,0,11,12,10,1,12,2,10,1,1,15.1,8.53,14.76,16.4,20,18.13,0,9
27762544,The future of AI-driven healthcare looks promising. Diagnostic accuracy and personalized treatment plans are just the beginning.,GPT-3.5,1,128,4,105,3,0,16,17,8.7,2,8.5,3,14,0,1,10.1,37.47,13.35,13.9,17.83,10.46,0,5.25
27762544,AI in agriculture: optimizing yields while conserving resources. Precision farming is transforming the industry.,GPT-3.5,1,112,3,93,3,0,13,14,9.11,2,7,3,12,1,1,11.9,22.07,14.13,15.4,19.84,19.94,0,5.5
27762544,"How can AI enhance creativity? From art to music, machines are becoming collaborators in the creative process.",GPT-3.5,1,110,4,87,3,0,16,17,7.62,2,8.5,3,14,1,1,9,45.93,10.56,8.9,11.68,8.11,0,4.75
27762544,AI's role in smart cities: improving infrastructure and optimizing public services for sustainable urban living.,GPT-3.5,1,112,2,93,3,0,14,15,7.64,1,15,3,15,1,1,12.7,30.87,13.85,16.8,18.84,16.67,0,11.5
27762544,The ethics of AI in military applications: navigating the balance between defense innovation and global security.,GPT-3.5,1,113,3,93,2,0,15,16,8.22,1,16,2,14,1,1,15.4,12.94,13.31,15.4,17.22,18.9,0,13
27762544,"AI's impact on entertainment: from recommendation algorithms to virtual reality, the future of media is evolving.",GPT-3.5,1,113,2,92,4,0,15,16,8.44,1,16,4,16,1,1,15.4,12.94,14.3,15.4,16.53,18.9,0,13
27762544,Autonomous vehicles powered by AI are set to revolutionize transportation. Safety and regulation are key focus areas.,GPT-3.5,1,117,4,95,2,0,16,17,7.64,2,8.5,2,14,1,1,12.5,20.55,12.42,10.8,14.4,15.16,0,5.75
27762544,Can AI help predict and prevent natural disasters? Early warning systems and risk assessment models are advancing.,GPT-3.5,1,114,4,92,2,0,16,17,7.09,2,8.5,2,14,1,1,9,45.93,14.28,9.9,13.42,12.81,0,5.25
27762544,AI in retail: transforming customer insights into personalized shopping experiences.,GPT-3.5,1,84,2,71,2,0,9,10,9.29,1,10,2,9,1,1,15.5,2.11,13.61,18.9,23.58,16,0,7
27762544,"The evolution of AI assistants: from Siri to Alexa, how will they redefine everyday tasks?",GPT-3.5,1,90,5,68,3,0,14,15,7,1,15,3,11,1,1,8,64.71,11.75,9.9,10.37,14,0,11.5
27762544,Exploring AI's role in linguistic diversity preservation: digitizing and interpreting languages for global communication.,GPT-3.5,1,121,3,102,3,0,13,14,9.4,1,14,3,13,1,1,19.4,-18.88,16.74,21.9,25.63,25.6,0,14
27762544,"The integration of AI in legal practices: enhancing research, contract analysis, and litigation strategies.",GPT-3.5,1,107,3,87,4,0,13,14,8.67,1,14,4,12,1,1,14.7,14.97,15.61,17.2,19.42,17.03,0,11
27762544,"AI's impact on finance: from algorithmic trading to fraud detection, it's reshaping the industry landscape.",GPT-3.5,1,107,2,86,5,0,14,15,7.89,1,15,5,16,1,1,12.7,30.87,14.91,15.3,16.17,16.67,0,11.5
27762544,The future of AI in space exploration: autonomous missions and data analysis beyond Earth's bounds.,GPT-3.5,1,99,4,78,3,0,14,15,7,1,15,3,13,1,1,10.3,47.79,14.91,12.8,13.85,14,0,10.5
27762544,Can AI contribute to mental health support? Chatbots and virtual therapists are emerging tools in patient care.,GPT-3.5,1,111,4,89,2,0,16,17,7.4,2,8.5,2,14,1,1,6.6,62.85,13.35,9.1,12.37,10.46,0,4.75
27762544,The challenges of bias and fairness in AI algorithms: ensuring equitable outcomes in decision-making processes.,GPT-3.5,1,111,3,91,3,0,14,15,9,1,15,3,13,1,1,13.9,22.41,14.91,16.5,18.49,19.33,0,12.5
27762544,AI and the future of work: redefining roles and enhancing productivity in diverse industries.,GPT-3.5,1,93,2,76,2,0,13,14,7.88,1,14,2,13,1,1,12.3,31.89,13.35,12.5,14.43,17.03,0,11
27762544,The ethical implications of AI in decision-making: accountability and transparency are paramount.,GPT-3.5,1,97,3,80,3,0,11,12,11.5,1,12,3,10,1,1,16.2,0.08,13.44,18.3,21.97,21.47,0,11
27762544,"How AI is transforming customer service: from chatbots to sentiment analysis, enhancing user experiences.",GPT-3.5,1,105,3,86,3,0,13,14,8.44,1,14,3,12,1,1,14.7,14.97,13.35,16.5,19.02,19.89,0,12
27762544,AI's potential in wildlife conservation: monitoring habitats and protecting endangered species.,GPT-3.5,1,95,2,80,3,0,10,11,9.25,1,11,3,11,1,1,14.7,9.55,17.1,20.5,24.75,22.58,0,10.5
27762544,The evolution of AI in gaming: immersive experiences and adaptive gameplay mechanics.,GPT-3.5,1,85,3,69,2,0,11,12,8.57,1,12,2,10,1,1,12.7,25.46,14.76,13.6,16.63,18.13,0,9
27762544,"The implications of AI-generated content: from journalism to creative writing, exploring new frontiers.",GPT-3.5,1,103,3,84,4,0,12,13,9.25,1,13,4,11,0,1,14.3,15.98,14,18,20.63,17.51,0,10.5
27762544,AI and personalized medicine: tailoring treatments based on genetic profiles and health data.,GPT-3.5,1,93,2,77,2,0,12,13,7.67,1,13,2,12,1,1,10.7,41.36,14,14.4,17.1,14.43,0,8.5
27762544,AI's role in disaster response: from rescue operations to resource allocation in crisis situations.,GPT-3.5,1,99,2,81,3,0,13,14,7.78,1,14,3,14,1,1,14.7,14.97,15.61,14.5,16.52,17.03,0,11
27762544,"The future of AI in manufacturing: automation, predictive maintenance, and smart production lines.",GPT-3.5,1,98,3,79,4,0,12,13,8.75,1,13,4,11,1,1,14.3,15.98,14,16.3,18.43,20.58,0,11.5
27762544,Exploring AI's impact on societal norms: from privacy concerns to digital rights management.,GPT-3.5,1,92,3,74,3,0,12,13,7.33,1,13,3,12,1,1,11.9,32.9,16.43,14,16.17,20.58,0,11.5
27762544,AI in agriculture: precision farming techniques and sustainable practices for food security.,GPT-3.5,1,92,2,77,2,0,11,12,8.62,1,12,2,11,1,1,12.7,25.46,13.44,16.4,20,18.13,0,9
27762544,The ethical dilemmas of AI in autonomous weapons systems: navigating risks and regulations.,GPT-3.5,1,91,3,74,2,0,12,13,8.12,1,13,2,11,1,1,13.1,24.44,15.21,13.7,16.17,17.51,0,10.5
27762544,AI's potential in language translation: breaking down communication barriers in a globalized world.,GPT-3.5,1,99,2,82,3,0,12,13,9,1,13,3,13,1,1,14.3,15.98,12.78,16.6,19.3,20.58,0,11.5
27762544,AI and augmented reality: enhancing interactive experiences and digital storytelling.,GPT-3.5,1,85,2,72,2,0,9,10,9.43,1,10,2,9,1,1,20.2,-31.74,16.76,19.4,24.16,32,0,12
27762544,The future of AI in transportation: autonomous vehicles and smart infrastructure solutions.,GPT-3.5,1,91,3,75,2,0,11,12,9.43,1,12,2,10,1,1,13.9,17,13.44,16,19.53,21.47,0,11
27762544,AI-driven innovations in renewable energy: optimizing efficiency and sustainability.,GPT-3.5,1,84,2,71,3,0,8,9,9.86,1,9,3,8,0,1,23.3,-56.11,16.36,22.8,27.98,30.27,0,10.5
27762544,Exploring AI's role in predicting economic trends: from market analysis to forecasting.,GPT-3.5,1,87,3,70,3,0,11,12,7.75,1,12,3,11,1,1,11.5,33.92,14.76,14.4,17.1,21.47,0,11
27762544,AI's impact on journalism: automation in news production and content distribution.,GPT-3.5,1,82,2,67,3,0,10,11,8.43,1,11,3,11,1,1,13.5,18.01,14.23,14.9,17.9,18.95,0,8.5
27762544,"The ethical implications of AI in criminal justice: fairness, bias, and accountability.",GPT-3.5,1,87,3,69,4,0,11,12,8.57,1,12,4,10,1,1,13.9,17,14.76,14.4,16.63,18.13,0,9
27762544,AI in space exploration: autonomous missions and data analysis beyond Earth's bounds.,GPT-3.5,1,85,3,68,3,0,11,12,7.12,1,12,3,11,1,1,10.3,42.38,16.07,13.6,16.17,14.8,0,8
27785160,Quantum computing breakthrough: Achieving higher qubit stability could revolutionize computational power.,GPT-3.5,1,105,2,91,2,0,10,11,8.8,1,11,2,9,0,1,19.4,-24.3,17.1,24.8,30.55,18.95,0,8.5
27785160,"Cybersecurity trends in 2024: From AI-driven defenses to zero-trust frameworks, staying ahead of threats is crucial.",GPT-3.5,1,116,4,88,8,1,15,16,7.82,1,16,5,12,0,1,11.9,38.32,14.3,16.3,17.22,11.4,0,9
27785160,"5G expansion accelerates global connectivity, unlocking new opportunities in IoT and smart technologies.",GPT-3.5,1,104,3,86,2,1,12,13,8.2,1,13,2,11,1,1,17.8,-9.41,15.21,18.4,21.97,23.66,0,12.5
